university_name,country,city,qs_ranking,degree_level,programs_offered,fields,min_gpa,gre_required,min_gre,ielts_min,toefl_min,duolingo_min,research_weight,research_focus,has_thesis_option,eca_weight,tuition_fee,living_cost,total_cost_estimated,scholarship_available,max_coverage_percent,work_visa_available,deadline_fall,deadline_spring,acceptance_rate,bd_admit_count_3yr,last_updated,source_url
Louisiana State University,United States,,450,Graduate,"engineering, petroleum engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,308.0,6.5,79,110,4.0,"Petroleum, Chemical, Coastal Engineering",1,3,24000,10000,34000,1,50,1,,,74.0,,2026-04-29,
University of Nevada Reno,United States,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,1,305.0,6.0,60,100,3.0,"Earthquake Engineering, Mining",1,3,22000,12000,34000,1,50,1,,,85.0,,2026-04-29,
University of Memphis,United States,,500,Graduate,"engineering, biomedical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.0,1,305.0,6.0,60,100,3.0,"Biomedical, Civil, Electrical",1,3,20000,10000,30000,1,50,1,,,88.0,,2026-04-29,
Boise State University,United States,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,1,305.0,6.0,60,100,3.0,"Materials Science, Computing",1,3,21000,11000,32000,1,50,1,,,82.0,,2026-04-29,
University of North Dakota,United States,,500,Graduate,"engineering, aerospace engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.0,1,305.0,6.0,60,100,3.0,"Aerospace, Chemical Engineering",1,3,18000,9000,27000,1,50,1,,,85.0,,2026-04-29,
Wichita State University,United States,,500,Graduate,"engineering, aerospace engineering, industrial engineering","business, computer science, engineering, mechanical engineering, electrical engineering, aerospace engineering, industrial engineering",3.0,1,305.0,6.0,60,100,3.0,"Aerospace Manufacturing, Industrial",1,3,18000,9000,27000,1,50,1,,,92.0,,2026-04-29,
Wright State University,United States,,500,Graduate,"engineering, aerospace engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.0,1,305.0,6.0,60,100,3.0,"Aerospace, Biomedical Engineering",1,3,19000,10000,29000,1,50,1,,,95.0,,2026-04-29,
University of Toledo,United States,,500,Graduate,"engineering, chemical engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.0,1,305.0,6.0,60,100,3.0,"Solar Energy, Chemical, Biomedical",1,3,20000,10000,30000,1,50,1,,,90.0,,2026-04-29,
San Diego State University,United States,,450,Graduate,"engineering, civil engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,4.0,"Structural, Aerospace, Environmental",1,3,23000,15000,38000,1,50,1,,,38.0,,2026-04-29,
Missouri University of Science and Technology,United States,,470,Graduate,"engineering, civil engineering, mining engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.1,1,310.0,6.5,79,110,4.0,"Mining, Explosives, Civil Engineering",1,3,24000,10000,34000,1,50,1,,,82.0,,2026-04-29,
Stevens Institute of Technology,United States,,400,Graduate,"engineering, systems engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.3,1,315.0,6.5,79,110,4.0,"Systems Engineering, AI, Maritime",1,4,42000,16000,58000,1,50,1,,,45.0,,2026-04-29,
Embry-Riddle Aeronautical University,United States,,500,Graduate,"engineering, aerospace engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, aerospace engineering",3.1,1,310.0,6.5,79,110,4.0,"Aerospace, Aviation, Mechanical",1,3,36000,12000,48000,1,50,1,,,65.0,,2026-04-29,
Florida International University,United States,,450,Graduate,"engineering, civil engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering, industrial engineering",3.1,1,308.0,6.5,79,110,4.0,"Civil, Biomedical, Environmental",1,3,22000,14000,36000,1,50,1,,,58.0,,2026-04-29,
University of Central Florida,United States,,440,Graduate,"engineering, aerospace engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, industrial engineering",3.2,1,310.0,6.5,79,110,4.0,"Optics, Simulation, Aerospace",1,3,23000,13000,36000,1,50,1,,,44.0,,2026-04-29,
Wayne State University,United States,,480,Graduate,"engineering, mechanical engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,308.0,6.5,79,110,4.0,"Automotive, Biomedical, Chemical",1,3,25000,12000,37000,1,50,1,,,75.0,,2026-04-29,
University of Alabama at Birmingham,United States,,490,Graduate,"engineering, biomedical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.1,1,308.0,6.5,79,110,4.0,"Biomedical, Materials, Civil",1,3,22000,10000,32000,1,50,1,,,82.0,,2026-04-29,
West Virginia University,United States,,500,Graduate,"engineering, mining engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.0,1,305.0,6.0,60,100,3.0,"Mining, Aerospace, Industrial",1,3,22000,9000,31000,1,50,1,,,85.0,,2026-04-29,
University of Vermont,United States,,490,Graduate,"engineering, biomedical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,3.0,"Biomedical, Environmental, Sustainable Systems",1,3,35000,13000,48000,1,50,1,,,65.0,,2026-04-29,
University of Tulsa,United States,,500,Graduate,"engineering, petroleum engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering",3.1,1,310.0,6.5,79,110,3.0,"Petroleum, Chemical, Mechanical",1,3,32000,10000,42000,1,60,1,,,70.0,,2026-04-29,
Worcester Polytechnic Institute,United States,,400,Graduate,"engineering, mechanical engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.3,1,315.0,6.5,79,110,4.0,"Robotics, Biomedical, Materials",1,4,42000,14000,56000,1,50,1,,,52.0,,2026-04-29,
Aston University,United Kingdom,,480,Graduate,"engineering, chemical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering",3.0,0,0.0,6.0,60,100,3.0,"Chemical, Mechanical, Biomedical",1,3,18000,12000,30000,1,40,1,,,72.0,,2026-04-29,
University of Dundee,United Kingdom,,470,Graduate,"engineering, civil engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.0,0,0.0,6.0,60,100,3.0,"Biomedical, Civil, Energy",1,3,19000,11000,30000,1,40,1,,,68.0,,2026-04-29,
University of Portsmouth,United Kingdom,,490,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Mechanical, Civil, Electronic",1,3,17000,11000,28000,1,30,1,,,75.0,,2026-04-29,
Brunel University London,United Kingdom,,412,Graduate,"engineering, mechanical engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.1,0,0.0,6.5,79,110,4.0,"Mechanical, Aerospace, Electronic",1,3,20000,13000,33000,1,40,1,,,65.0,,2026-04-29,
University of Plymouth,United Kingdom,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Marine, Civil, Mechanical",1,3,16000,10000,26000,1,30,1,,,78.0,,2026-04-29,
University of Hull,United Kingdom,,500,Graduate,"engineering, chemical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering",3.0,0,0.0,6.0,60,100,3.0,"Chemical, Energy, Mechanical",1,3,16000,10000,26000,1,30,1,,,80.0,,2026-04-29,
City University of London,United Kingdom,,340,Graduate,"engineering, biomedical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.2,0,0.0,6.5,79,110,4.0,"Aeronautics, Biomedical, Systems",1,3,22000,14000,36000,1,40,1,,,55.0,,2026-04-29,
Heriot-Watt University,United Kingdom,,360,Graduate,"engineering, petroleum engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,0,0.0,6.0,60,100,4.0,"Petroleum, Chemical, Mechanical",1,3,19000,12000,31000,1,40,1,,,62.0,,2026-04-29,
University of Salford,United Kingdom,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Acoustic, Civil, Mechanical",1,3,16000,10000,26000,1,30,1,,,82.0,,2026-04-29,
Northumbria University,United Kingdom,,460,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering",3.0,0,0.0,6.0,60,100,3.0,"Mechanical, Electrical, Renewable Energy",1,3,17000,10000,27000,1,30,1,,,70.0,,2026-04-29,
University of New Brunswick,Canada,,500,Graduate,"engineering, civil engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,0,0.0,6.5,79,110,3.0,"Civil, Mechanical, Chemical",1,3,15000,10000,25000,1,40,1,,,70.0,,2026-04-29,
University of Manitoba,Canada,,450,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.1,0,0.0,6.5,79,110,4.0,"Civil, Biosystems, Electrical",1,3,16000,11000,27000,1,40,1,,,65.0,,2026-04-29,
University of Saskatchewan,Canada,,460,Graduate,"engineering, chemical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.1,0,0.0,6.5,79,110,4.0,"Mining, Environmental, Chemical",1,3,15000,10000,25000,1,40,1,,,68.0,,2026-04-29,
Memorial University of Newfoundland,Canada,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.5,79,110,3.0,"Ocean, Civil, Process Engineering",1,3,12000,10000,22000,1,40,1,,,72.0,,2026-04-29,
Lakehead University,Canada,,500,Graduate,"engineering, civil engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,0,0.0,6.5,79,110,3.0,"Civil, Mechanical, Electrical",1,3,14000,10000,24000,1,30,1,,,75.0,,2026-04-29,
University of Windsor,Canada,,480,Graduate,"engineering, mechanical engineering, industrial engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, industrial engineering",3.0,0,0.0,6.5,79,110,3.0,"Automotive, Industrial, Environmental",1,3,16000,11000,27000,1,40,1,,,68.0,,2026-04-29,
University of Regina,Canada,,500,Graduate,"engineering, petroleum engineering, industrial engineering","business, computer science, engineering, mechanical engineering, electrical engineering, industrial engineering",3.0,0,0.0,6.5,79,110,3.0,"Petroleum, Environmental, Industrial",1,3,14000,10000,24000,1,40,1,,,75.0,,2026-04-29,
Carleton University,Canada,,400,Graduate,"engineering, aerospace engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.2,0,0.0,6.5,79,110,4.0,"Aerospace, Biomedical, Electrical",1,3,20000,12000,32000,1,50,1,,,55.0,,2026-04-29,
Royal Military College of Canada,Canada,,500,Graduate,"engineering, mechanical engineering, chemical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,0,0.0,6.5,79,110,4.0,"Mechanical, Chemical, Electrical",1,4,10000,10000,20000,1,100,1,,,40.0,,2026-04-29,
Toronto Metropolitan University,Canada,,480,Graduate,"engineering, biomedical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.1,0,0.0,6.5,79,110,3.0,"Biomedical, Electrical, Industrial",1,3,22000,14000,36000,1,40,1,,,55.0,,2026-04-29,
Flinders University,Australia,,400,Graduate,"engineering, biomedical engineering, electrical engineering","business, computer science, engineering, electrical engineering, civil engineering, biomedical engineering",3.0,0,0.0,6.0,60,100,3.0,"Biomedical, Environmental, Electronics",1,3,28000,14000,42000,1,40,1,,,70.0,,2026-04-29,
La Trobe University,Australia,,450,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, electrical engineering, civil engineering, biomedical engineering",3.0,0,0.0,6.0,60,100,3.0,"Civil, Electronics, Biomedical",1,3,30000,14000,44000,1,40,1,,,72.0,,2026-04-29,
Murdoch University,Australia,,490,Graduate,"engineering, chemical engineering, electrical engineering","business, computer science, engineering, electrical engineering, chemical engineering, industrial engineering",3.0,0,0.0,6.0,60,100,3.0,"Renewable Energy, Chemical, Electrical",1,3,27000,13000,40000,1,30,1,,,78.0,,2026-04-29,
University of Southern Queensland,Australia,,500,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Mechanical, Civil, Agricultural",1,3,25000,12000,37000,1,30,1,,,82.0,,2026-04-29,
Charles Darwin University,Australia,,500,Graduate,"engineering, civil engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Civil, Mechanical, Environmental",1,3,25000,13000,38000,1,30,1,,,85.0,,2026-04-29,
Victoria University,Australia,,490,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Mechanical, Electrical, Civil",1,3,26000,14000,40000,1,30,1,,,75.0,,2026-04-29,
University of Canberra,Australia,,480,Graduate,"engineering, electrical engineering, computer science","business, computer science, engineering, electrical engineering",3.0,0,0.0,6.0,60,100,3.0,"Software, Electrical, Cyber Security",1,3,28000,14000,42000,1,30,1,,,70.0,,2026-04-29,
Edith Cowan University,Australia,,490,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Cybersecurity, Mechanical, Civil",1,3,27000,13000,40000,1,30,1,,,78.0,,2026-04-29,
James Cook University,Australia,,460,Graduate,"engineering, chemical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,0,0.0,6.0,60,100,3.0,"Environmental, Chemical, Marine",1,3,28000,13000,41000,1,40,1,,,72.0,,2026-04-29,
University of the Sunshine Coast,Australia,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, civil engineering",3.0,0,0.0,6.0,60,100,3.0,"Civil, Mechanical, Environmental",1,3,25000,12000,37000,1,25,1,,,85.0,,2026-04-29,
Western Sydney University,Australia,,470,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, industrial engineering",3.0,0,0.0,6.0,60,100,3.0,"Mechanical, Civil, Renewable Energy",1,3,29000,14000,43000,1,35,1,,,72.0,,2026-04-29,
Griffith University,Australia,,380,Graduate,"engineering, civil engineering, electronic engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.1,0,0.0,6.5,79,110,3.0,"Civil, Electronic, Biomedical",1,3,30000,14000,44000,1,40,1,,,65.0,,2026-04-29,
University of Tasmania,Australia,,417,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,0.0,6.0,60,100,4.0,"Marine, Civil, Environmental",1,3,29000,12000,41000,1,40,1,,,68.0,,2026-04-29,
TU Hamburg,Germany,,400,Graduate,"engineering, mechanical engineering, chemical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,0,,6.0,60,100,4.0,"Mechanical, Civil, Chemical Process",1,3,2000,11000,13000,1,50,1,,,50.0,,2026-04-29,
Leibniz University Hannover,Germany,,350,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.1,0,,6.0,60,100,5.0,"Mechanical, Civil, Electrical, Geodesy",1,3,2000,10000,12000,1,50,1,,,48.0,,2026-04-29,
TU Kaiserslautern,Germany,,420,Graduate,"engineering, mechanical engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering",3.0,0,,6.0,60,100,4.0,"Mechanical, Electrical, Computer Science",1,3,1500,9000,10500,1,50,1,,,55.0,,2026-04-29,
University of Rostock,Germany,,480,Graduate,"engineering, mechanical engineering, aerospace engineering","computer science, engineering, mechanical engineering, electrical engineering, aerospace engineering",3.0,0,,6.0,60,100,4.0,"Mechanical, Electrical, Aerospace",1,3,1500,8000,9500,1,50,1,,,60.0,,2026-04-29,
University of Magdeburg,Germany,,470,Graduate,"engineering, mechanical engineering, chemical engineering","computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering, industrial engineering",3.0,0,,6.0,60,100,4.0,"Mechanical, Chemical, Process Engineering",1,3,1500,8000,9500,1,50,1,,,58.0,,2026-04-29,
Karlsruhe University of Applied Sciences,Germany,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Mechanical, Electrical, Automotive",1,3,1500,10000,11500,1,40,1,,,65.0,,2026-04-29,
University of Bayreuth,Germany,,440,Graduate,"engineering, materials engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering",3.1,0,,6.0,60,100,4.0,"Materials, Energy, Chemical",1,3,2000,9000,11000,1,50,1,,,52.0,,2026-04-29,
Brandenburg University of Technology,Germany,,500,Graduate,"engineering, civil engineering, environmental engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Environmental, Civil, Mechanical",1,3,1500,8000,9500,1,50,1,,,68.0,,2026-04-29,
University of Siegen,Germany,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering",3.0,0,,6.0,60,100,3.0,"Mechanical, Electrical, Materials",1,3,1500,8000,9500,1,50,1,,,60.0,,2026-04-29,
University of Paderborn,Germany,,460,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering",3.0,0,,6.0,60,100,4.0,"Mechanical, Electrical, Computer",1,3,1500,9000,10500,1,50,1,,,55.0,,2026-04-29,
University of Ulm,Germany,,370,Graduate,"engineering, electrical engineering, biomedical engineering","computer science, engineering, electrical engineering, chemical engineering, biomedical engineering",3.1,0,,6.0,60,100,5.0,"Electrical, Biomedical, Microelectronics",1,3,2000,10000,12000,1,50,1,,,48.0,,2026-04-29,
TU Ilmenau,Germany,,500,Graduate,"engineering, electrical engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, biomedical engineering",3.0,0,,6.0,60,100,4.0,"Electrical, Mechanical, Precision Engineering",1,3,1500,7000,8500,1,50,1,,,62.0,,2026-04-29,
University of Duisburg-Essen,Germany,,380,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering, industrial engineering",3.1,0,,6.0,60,100,4.0,"Mechanical, Civil, Nanoscience",1,3,2000,10000,12000,1,50,1,,,52.0,,2026-04-29,
