university_name,country,degree_level,programs_offered,qs_ranking,min_gpa,min_gre,Ielts_requirement,tuition_fee,acceptance_rate,research_focus,scholarship_available,max_coverage_percent,research_weight,eca_weight,living_cost,total_cost_estimated,work_visa_available,agriculture,architecture,arts,arts_&_humanities,astronomy,biology,biotech,business,chemistry,cinema,computer_science,computing,design,economics,education,energy,engineering,environmental_science,environmental_studies,film_&_media,game_design,hotel_management,humanities,informatics,international_affairs,international_relations,journalism,law,life_sciences,management,marine_sciences,materials,materials_science,mathematics,medicine,meteorology,natural_sciences,physical_sciences,physics,politics,public_affairs,public_health,public_policy,robotics,sciences,social_sciences,theology,tourism,wind_energy,mechanical_engineering,electrical_engineering,civil_engineering,chemical_engineering,aerospace_engineering,biomedical_engineering,industrial_engineering
Loughborough University,United Kingdom,Graduate,"engineering, mechanical engineering, civil engineering",212,3.3,,6.5,26000,55.0,"Sports Engineering, Automotive, Manufacturing",1,50,4,4,12000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
University of Bath,United Kingdom,Graduate,"engineering, mechanical engineering, electrical engineering",148,3.4,,6.5,28000,35.0,"Automotive, Power Electronics, Sustainability",1,50,5,3,13000,41000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Strathclyde,United Kingdom,Graduate,"engineering, naval architecture, electrical engineering",281,3.2,,6.5,24000,55.0,"Naval Architecture, Renewable Energy, Manufacturing",1,50,4,3,11000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0
Heriot-Watt University,United Kingdom,Graduate,"engineering, petroleum engineering, civil engineering",281,3.2,,6.0,22000,60.0,"Petroleum, Robotics, Construction",1,50,4,3,11000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1,1,0,0,0
Swansea University,United Kingdom,Graduate,"engineering, aerospace engineering, civil engineering",425,3.1,,6.0,21000,65.0,"Materials, Aerospace Structures, Energy",1,50,4,3,10000,31000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
University of Aberdeen,United Kingdom,Graduate,"engineering, petroleum engineering, chemical engineering",236,3.2,,6.0,22000,65.0,"Oil & Gas, Subsea Engineering, Chemistry",1,50,4,3,10000,32000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Surrey,United Kingdom,Graduate,"engineering, electronic engineering, aerospace engineering",244,3.3,,6.5,24000,52.0,"Space, Satellite, Electronic Engineering",1,50,5,3,12000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0
Cardiff University,United Kingdom,Graduate,"engineering, civil engineering, mechanical engineering",154,3.3,,6.5,25000,45.0,"Civil, Structural, Water Engineering",1,50,4,3,11000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
Cranfield University,United Kingdom,Graduate,"aerospace engineering, mechanical engineering, manufacturing",500,3.3,,6.5,26000,40.0,"Aerospace, Defence, Manufacturing",1,50,5,3,12000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,1
University of Dundee,United Kingdom,Graduate,"engineering, civil engineering, biomedical engineering",350,3.1,,6.0,21000,65.0,"Civil, Biomedical, Renewable Energy",1,50,4,3,10000,31000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
Queen's University Belfast,United Kingdom,Graduate,"engineering, electrical engineering, civil engineering",202,3.2,,6.0,22000,55.0,"Electronics, Structural, Cybersecurity",1,50,4,3,9000,31000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
Brunel University London,United Kingdom,Graduate,"engineering, aerospace engineering, mechanical engineering",343,3.1,,6.0,20000,62.0,"Design, Manufacturing, Aerospace",1,50,3,3,14000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,1,0
Aston University,United Kingdom,Graduate,"engineering, chemical engineering, electrical engineering",446,3.1,,6.0,19000,70.0,"Chemical, Electrical, Photonics",1,50,3,3,11000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0
University of Portsmouth,United Kingdom,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,,6.0,18000,72.0,"Civil, Mechanical, Electronic",1,25,3,3,10000,28000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
Queen's University,Canada,Graduate,"engineering, mining engineering, chemical engineering",209,3.3,,6.5,25000,42.0,"Mining, Chemical, Electrical",1,50,5,4,12000,37000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Dalhousie University,Canada,Graduate,"engineering, civil engineering, electrical engineering",298,3.2,,6.5,22000,55.0,"Ocean, Environmental, Biomedical",1,50,4,3,11000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
University of Victoria,Canada,Graduate,"engineering, mechanical engineering, electrical engineering",322,3.2,,6.5,21000,58.0,"Clean Energy, Ocean Technology, Software",1,50,4,3,13000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
University of Manitoba,Canada,Graduate,"engineering, civil engineering, electrical engineering",500,3.1,,6.5,16000,70.0,"Structural, Biosystems, Electrical",1,50,3,3,10000,26000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
University of Saskatchewan,Canada,Graduate,"engineering, chemical engineering, civil engineering",460,3.1,,6.5,15000,72.0,"Mining, Environmental, Petroleum",1,50,4,3,10000,25000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
Western University,Canada,Graduate,"engineering, chemical engineering, mechanical engineering",172,3.3,,6.5,24000,48.0,"Biomedical, Chemical, Wind Energy",1,50,5,4,11000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
Concordia University,Canada,Graduate,"engineering, aerospace engineering, civil engineering",387,3.1,,6.5,20000,65.0,"Aerospace, Building Engineering, Software",1,50,4,3,13000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,0,1
York University,Canada,Graduate,"engineering, civil engineering, electrical engineering",353,3.2,,6.5,22000,58.0,"Space, Civil, Software",1,50,3,3,14000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
Carleton University,Canada,Graduate,"engineering, aerospace engineering, electrical engineering",441,3.2,,6.5,23000,60.0,"Aerospace, Sustainable Building, Electronics",1,50,4,3,12000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,1,0
University of Guelph,Canada,Graduate,"engineering, environmental engineering, biological engineering",400,3.2,,6.5,20000,62.0,"Biological, Environmental, Water Resources",1,50,4,3,12000,32000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0
University of Windsor,Canada,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,,6.5,18000,75.0,"Automotive, Mechanical, Environmental",1,50,3,3,10000,28000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,1
Memorial University of Newfoundland,Canada,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,,6.5,12000,78.0,"Ocean, Oil & Gas, Cold Regions",1,50,4,3,10000,22000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of New Brunswick,Canada,Graduate,"engineering, civil engineering, electrical engineering",500,3.0,,6.5,14000,75.0,"Geodesy, Civil, Electrical",1,50,3,3,10000,24000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Toronto Metropolitan University,Canada,Graduate,"engineering, civil engineering, aerospace engineering",470,3.1,,6.5,24000,55.0,"Urban Engineering, Aerospace, Electrical",1,50,3,3,14000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0
Laval University,Canada,Graduate,"engineering, electrical engineering, civil engineering",420,3.1,,6.5,14000,65.0,"Optics, Geotechnical, Software",1,50,4,3,11000,25000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
RMIT University,Australia,Graduate,"engineering, aerospace engineering, mechanical engineering",123,3.2,,6.5,32000,55.0,"Aerospace, Manufacturing, Sustainable Systems",1,50,4,3,15000,47000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0
University of Newcastle Australia,Australia,Graduate,"engineering, chemical engineering, civil engineering",173,3.2,,6.5,30000,60.0,"Chemical, Environmental, Clean Energy",1,50,4,3,12000,42000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
Curtin University,Australia,Graduate,"engineering, mining engineering, chemical engineering",174,3.1,,6.5,31000,62.0,"Mining, Petroleum, Metallurgy",1,50,4,3,13000,44000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Queensland University of Technology,Australia,Graduate,"engineering, civil engineering, electrical engineering",189,3.2,,6.5,31000,58.0,"Robotics, Civil, Biomedical",1,50,4,4,13000,44000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1,1,0,1,0
Deakin University,Australia,Graduate,"engineering, mechanical engineering, civil engineering",233,3.1,,6.0,29000,65.0,"Advanced Materials, Renewable Energy",1,50,3,3,13000,42000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Wollongong,Australia,Graduate,"engineering, civil engineering, mechanical engineering",162,3.2,,6.5,30000,55.0,"Materials, Civil, Superconductors",1,50,4,3,12000,42000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
Griffith University,Australia,Graduate,"engineering, civil engineering, electronic engineering",243,3.1,,6.5,28000,68.0,"Environmental, Electronic, Water",1,50,3,3,12000,40000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of South Australia,Australia,Graduate,"engineering, mechanical engineering, electrical engineering",326,3.1,,6.0,28000,70.0,"Defence, Mining, Autonomous Systems",1,50,3,3,11000,39000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Tasmania,Australia,Graduate,"engineering, civil engineering, electronic engineering",307,3.1,,6.0,27000,72.0,"Marine, Environmental, Renewable Energy",1,50,4,3,10000,37000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
Swinburne University of Technology,Australia,Graduate,"engineering, mechanical engineering, civil engineering",285,3.1,,6.5,30000,65.0,"Manufacturing, Astrophysics, Smart Structures",1,50,3,3,14000,44000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
La Trobe University,Australia,Graduate,"engineering, civil engineering",362,3.0,,6.0,27000,72.0,"Biomedical, Civil, IT",1,50,3,3,13000,40000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,1,0
Western Sydney University,Australia,Graduate,"engineering, civil engineering, mechanical engineering",468,3.0,,6.0,26000,75.0,"Construction, Renewable Energy",1,25,3,3,14000,40000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Stuttgart,Germany,Graduate,"engineering, aerospace engineering, mechanical engineering",285,3.3,,6.5,3000,40.0,"Automotive, Aerospace, Computational",1,50,5,3,12000,15000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
TU Darmstadt,Germany,Graduate,"engineering, electrical engineering, mechanical engineering",246,3.3,,6.5,3000,35.0,"Electrical, Mechanical, Computer Science",1,50,5,3,12000,15000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
TU Braunschweig,Germany,Graduate,"engineering, aerospace engineering, mechanical engineering",400,3.2,,6.0,2000,50.0,"Automotive, Aerospace, Pharmaceutical",1,50,5,3,10000,12000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,0,0
Leibniz University Hannover,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",350,3.2,,6.0,2500,45.0,"Geodesy, Manufacturing, Optics",1,50,5,3,11000,13500,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Erlangen-Nuremberg,Germany,Graduate,"engineering, mechanical engineering, chemical engineering",232,3.3,,6.5,2500,38.0,"Materials, Photonics, Medical Engineering",1,50,5,3,11000,13500,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,1,0
University of Duisburg-Essen,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",400,3.1,,6.0,2000,55.0,"Nanotechnology, Water, Energy",1,50,4,3,10000,12000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,1
TU Kaiserslautern,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",450,3.1,,6.0,2000,55.0,"Mechanical, Electrical, Software",1,50,4,3,9000,11000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Rostock,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,,6.0,1500,65.0,"Maritime, Aerospace, Mechanical",1,50,3,3,9000,10500,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,0,0
Brandenburg University of Technology,Germany,Graduate,"engineering, civil engineering, environmental engineering",500,3.0,,6.0,1500,70.0,"Energy, Environmental, Civil",1,50,3,3,8500,10000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Siegen,Germany,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.0,,6.0,1500,65.0,"Electrical, Mechanical, Materials",1,50,3,3,9000,10500,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
Otto von Guericke University Magdeburg,Germany,Graduate,"engineering, mechanical engineering, chemical engineering",500,3.1,,6.0,2000,60.0,"Mechanical, Chemical, Process Engineering",1,50,4,3,8500,10500,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,1
University of Bayreuth,Germany,Graduate,"engineering, materials engineering",450,3.1,,6.0,2000,55.0,"Materials, Energy, Polymer",1,50,4,3,9000,11000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0
University of Hawaii at Manoa,United States,Graduate,"engineering, civil engineering, electrical engineering",500,3.1,310.0,6.0,25000,72.0,"Ocean, Renewable Energy, Seismic",1,50,4,3,15000,40000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0
University of Idaho,United States,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,310.0,6.0,18000,78.0,"Nuclear, Materials, Civil",1,50,3,3,9000,27000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Wyoming,United States,Graduate,"engineering, petroleum engineering, chemical engineering",500,3.0,310.0,6.0,17000,82.0,"Petroleum, Chemical, Atmospheric",1,50,3,3,9000,26000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Montana State University,United States,Graduate,"engineering, civil engineering, mechanical engineering",500,3.0,310.0,6.0,19000,80.0,"Civil, Mechanical, Biofilm",1,50,3,3,10000,29000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Nevada Reno,United States,Graduate,"engineering, civil engineering, mining engineering",500,3.1,310.0,6.0,21000,80.0,"Earthquake, Mining, Civil",1,50,4,3,12000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
San Diego State University,United States,Graduate,"engineering, civil engineering, aerospace engineering",500,3.2,310.0,6.5,20000,38.0,"Structural, Aerospace, Environmental",1,50,3,3,14000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,1,0
San Jose State University,United States,Graduate,"engineering, electrical engineering, mechanical engineering",500,3.1,310.0,6.5,19000,55.0,"Software, Electrical, Materials",1,25,3,3,16000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
University of Texas Dallas,United States,Graduate,"engineering, electrical engineering, mechanical engineering",370,3.2,312.0,6.5,26000,50.0,"Telecom, Semiconductors, Biomedical",1,50,4,3,12000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,0
University of Texas Arlington,United States,Graduate,"engineering, aerospace engineering, civil engineering",500,3.1,310.0,6.0,22000,70.0,"Aerospace, Civil, Mechanical",1,50,3,3,11000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,1,1
University of Illinois Chicago,United States,Graduate,"engineering, biomedical engineering, civil engineering",280,3.3,312.0,6.5,27000,58.0,"Bioengineering, Civil, Electrical",1,50,4,3,14000,41000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Wayne State University,United States,Graduate,"engineering, mechanical engineering, electrical engineering",500,3.1,310.0,6.0,24000,72.0,"Automotive, Biomedical, Industrial",1,50,4,3,12000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
University of Dayton,United States,Graduate,"engineering, aerospace engineering, mechanical engineering",500,3.1,310.0,6.0,28000,74.0,"Aerospace, Materials, Renewable Energy",1,50,4,3,10000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
Mississippi State University,United States,Graduate,"engineering, aerospace engineering, civil engineering",500,3.0,310.0,6.0,20000,70.0,"Aerospace, Computational, Agriculture",1,50,4,3,9000,29000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
Louisiana State University,United States,Graduate,"engineering, petroleum engineering, chemical engineering",410,3.1,310.0,6.5,22000,74.0,"Petroleum, Chemical, Coastal",1,50,4,3,10000,32000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Oklahoma State University,United States,Graduate,"engineering, aerospace engineering, mechanical engineering",500,3.0,310.0,6.0,20000,73.0,"Aerospace, Fire Protection, Industrial",1,50,3,3,10000,30000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
